,fighter1,fighter2,winner,weight_class,title_fight,method,end_round,fight_year,win_fighter1,lose_fighter1,draw_fighter1,nc_fighter1,height_fighter1,reach_fighter1,stance_fighter1,SLpM_fighter1,Str_Acc_fighter1,SApM_fighter1,Str_Def_fighter1,TD_Avg_fighter1,TD_Acc_fighter1,TD_Def_fighter1,Sub_Avg_fighter1,win%_fighter1,born_year_fighter1,win_fighter2,lose_fighter2,draw_fighter2,nc_fighter2,height_fighter2,reach_fighter2,stance_fighter2,SLpM_fighter2,Str_Acc_fighter2,SApM_fighter2,Str_Def_fighter2,TD_Avg_fighter2,TD_Acc_fighter2,TD_Def_fighter2,Sub_Avg_fighter2,win%_fighter2,born_year_fighter2
4008,Arnold Allen,Makwan Amirkhani,1,Featherweight,f,DEC,3,2017,13,1,0,0,"5' 8""","70""",Southpaw,2.12,33.0,1.78,57.0,2.21,57.0,66.0,0.8,92.85714,1994,14,3,0,0,"5' 10""","72""",Southpaw,1.75,49.0,1.6,59.0,3.84,48.0,57.0,1.6,82.35294,1988
4009,Joe Duffy,Reza Madadi,1,Lightweight,f,DEC,3,2017,16,3,0,0,"5' 10""","73""",Orthodox,3.07,34.0,3.45,58.0,0.66,100.0,71.0,1.0,84.210526,1988,14,6,0,0,"5' 11""","72""",Orthodox,2.51,46.0,3.31,66.0,3.17,33.0,89.0,0.5,70.0,1978
4010,Darren Stewart,Francimar Barroso,0,Light Heavyweight,f,DEC,3,2017,9,3,0,1,"6' 0""","74""",Orthodox,3.21,42.0,3.09,54.0,2.14,42.0,65.0,0.0,69.23077,1990,19,7,0,1,"6' 1""","75""",Orthodox,2.77,52.0,3.07,59.0,2.22,24.0,83.0,0.0,70.37037,1980
4011,Tim Johnson,Daniel Omielanczuk,1,Heavyweight,f,DEC,3,2017,12,4,0,0,"6' 3""","77""",Southpaw,3.43,45.0,3.08,44.0,1.09,24.0,69.0,0.0,75.0,1985,19,8,1,1,"6' 0""","74""",Southpaw,3.09,57.0,3.29,47.0,0.56,26.0,68.0,0.1,65.51724,1982
4012,Leon Edwards,Vicente Luque,1,Welterweight,f,DEC,3,2017,16,3,0,0,"6' 0""","74""",Southpaw,2.38,48.0,1.99,55.0,1.26,29.0,70.0,0.5,84.210526,1991,14,6,1,0,"5' 11""","75""",Orthodox,3.71,51.0,3.03,55.0,1.48,50.0,61.0,1.0,66.666664,1991
4013,Marc Diakiese,Teemu Packalen,1,Lightweight,f,KO/TKO,1,2017,12,3,0,0,"5' 10""","73""",Orthodox,2.6,32.0,2.9,54.0,2.05,31.0,61.0,0.0,80.0,1993,8,2,0,0,"6' 1""","72""",Orthodox,2.64,57.0,3.08,47.0,2.83,27.0,100.0,1.9,80.0,1987
4014,Bradley Scott,Scott Askham,1,Middleweight,f,DEC,3,2017,12,6,0,0,"6' 1""","76""",,3.52,41.0,4.31,57.0,0.32,15.0,63.0,0.7,66.666664,1989,14,4,0,0,"6' 3""","75""",Southpaw,3.03,46.0,3.52,52.0,0.44,18.0,65.0,0.7,77.77778,1988
4015,Lucie Pudilova,Lina Lansberg,0,Women's Bantamweight,f,DEC,3,2017,8,3,0,0,"5' 8""","67""",Orthodox,5.53,39.0,5.03,53.0,0.0,0.0,78.0,0.5,72.72727,1994,8,4,0,0,"5' 7""","65""",Orthodox,3.63,55.0,5.31,46.0,0.5,22.0,33.0,0.2,66.666664,1982
4016,Daniel Cormier,Anthony Johnson,1,Light Heavyweight,t,SUB,2,2017,22,1,0,1,"5' 11""","72""",Orthodox,3.84,49.0,2.46,58.0,2.04,45.0,78.0,0.5,91.666664,1979,22,6,0,0,"6' 2""","78""",Orthodox,3.25,47.0,1.83,60.0,2.43,57.0,77.0,0.6,78.57143,1984
4017,Gegard Mousasi,Chris Weidman,1,Middleweight,f,KO/TKO,2,2017,42,6,2,0,"6' 2""","76""",Orthodox,3.75,50.0,1.21,68.0,1.59,60.0,59.0,1.1,84.0,1985,14,4,0,0,"6' 2""","78""",Orthodox,3.15,42.0,3.23,51.0,3.76,52.0,73.0,1.0,77.77778,1984
4018,Cynthia Calvillo,Pearl Gonzalez,1,Women's Strawweight,f,SUB,3,2017,7,1,0,0,"5' 4""","64""",Orthodox,3.41,38.0,3.1,66.0,2.02,53.0,69.0,2.6,87.5,1987,6,3,0,0,"5' 4""","68""",Orthodox,2.23,37.0,4.07,57.0,1.04,11.0,0.0,0.5,66.666664,1986
4019,Thiago Alves,Patrick Cote,1,Welterweight,f,DEC,3,2017,27,13,0,0,"5' 9""","70""",Orthodox,3.61,40.0,3.13,64.0,0.74,68.0,63.0,0.3,67.5,1983,24,11,0,0,"5' 11""","71""",Orthodox,2.81,48.0,3.21,48.0,0.68,20.0,43.0,0.2,68.57143,1980
4020,Will Brooks,Charles Oliveira,0,Lightweight,f,SUB,1,2017,18,4,0,0,"5' 10""","72""",Orthodox,4.26,59.0,2.54,56.0,2.08,51.0,82.0,0.3,81.818184,1986,24,8,0,1,"5' 10""","74""",Orthodox,3.04,49.0,3.0,54.0,2.87,41.0,60.0,2.8,72.72727,1989
4021,Mike de la Torre,Myles Jury,0,Featherweight,f,KO/TKO,1,2017,14,7,0,1,"5' 11""","71""",Orthodox,3.21,39.0,4.75,51.0,0.36,16.0,83.0,0.0,63.636364,1986,17,3,0,0,"5' 10""","73""",Orthodox,2.61,40.0,1.48,71.0,2.5,55.0,50.0,0.3,85.0,1988
4022,Sean Strickland,Kamaru Usman,0,Welterweight,f,DEC,3,2017,20,3,0,0,"6' 1""","76""",Orthodox,4.34,35.0,3.62,64.0,1.37,57.0,81.0,0.5,86.95652,1991,13,1,0,0,"6' 0""","76""",Switch,3.64,48.0,1.46,63.0,3.85,47.0,100.0,0.3,92.85714,1987
4023,Charles Rosa,Shane Burgos,0,Featherweight,f,KO/TKO,3,2017,11,3,0,0,"5' 9""","69""",Switch,3.85,36.0,4.0,51.0,2.93,34.0,50.0,1.1,78.57143,1986,11,1,0,0,"5' 11""","75""",Orthodox,6.54,46.0,5.47,66.0,0.55,100.0,94.0,0.3,91.666664,1991
4024,Patrick Cummins,Jan Blachowicz,1,Light Heavyweight,f,DEC,3,2017,10,6,0,0,"6' 2""","76""",Orthodox,4.21,50.0,3.36,55.0,4.51,40.0,28.0,0.1,62.5,1980,23,7,0,0,"6' 2""","78""",Orthodox,3.64,50.0,3.01,53.0,1.59,54.0,55.0,0.4,76.666664,1983
4025,Andrew Holbrook,Gregor Gillespie,0,Lightweight,f,KO/TKO,1,2017,12,3,0,0,"5' 11""","70""",Southpaw,2.2,49.0,3.0,54.0,0.85,18.0,10.0,2.1,80.0,1986,12,0,0,0,"5' 9""","71""",Orthodox,3.19,48.0,2.28,56.0,7.01,47.0,0.0,1.2,100.0,1986
4026,Desmond Green,Josh Emmett,1,Lightweight,f,DEC,3,2017,21,8,0,0,"5' 10""","73""",Southpaw,3.21,42.0,2.21,71.0,1.0,35.0,73.0,0.0,72.413795,1989,13,2,0,0,"5' 6""","70""",Orthodox,3.89,37.0,3.64,63.0,1.9,52.0,50.0,0.2,86.666664,1985
4027,Irene Aldana,Katlyn Chookagian,0,Women's Bantamweight,f,DEC,3,2017,9,4,0,0,"5' 9""","68""",Orthodox,6.35,43.0,7.08,61.0,0.5,50.0,95.0,0.0,69.23077,1988,11,1,0,0,"5' 9""","68""",Orthodox,4.03,30.0,3.97,64.0,0.0,0.0,56.0,0.2,91.666664,1988
4028,Jenel Lausa,Magomed Bibulatov,0,Flyweight,f,DEC,3,2017,7,5,0,0,"5' 5""","68""",Orthodox,1.44,42.0,3.53,53.0,0.55,66.0,51.0,0.8,58.333332,1988,14,1,0,0,"5' 5""","65""",Orthodox,3.37,44.0,1.08,60.0,1.8,28.0,100.0,0.0,93.333336,1988
4029,Wilson Reis,Demetrious Johnson,0,Flyweight,t,SUB,3,2017,22,9,0,0,"5' 4""","65""",Southpaw,1.82,29.0,2.99,55.0,4.94,43.0,47.0,0.6,70.96774,1985,27,3,1,0,"5' 3""","66""",Orthodox,3.43,54.0,1.66,67.0,3.35,56.0,65.0,0.5,87.09677,1986
4030,Michelle Waterson,Rose Namajunas,0,Women's Strawweight,f,SUB,2,2017,16,6,0,0,"5' 3""","62""",Orthodox,3.49,62.0,2.94,51.0,2.23,68.0,62.0,1.4,72.72727,1986,9,3,0,0,"5' 5""","65""",Orthodox,3.72,41.0,3.72,60.0,2.34,59.0,45.0,0.9,75.0,1992
4031,Jacare Souza,Robert Whittaker,0,Middleweight,f,KO/TKO,2,2017,26,6,0,1,"6' 1""","72""",Orthodox,2.61,46.0,2.46,63.0,3.01,41.0,53.0,1.7,78.78788,1979,21,4,0,0,"6' 0""","73""",Orthodox,4.82,40.0,3.65,61.0,0.37,57.0,84.0,0.0,84.0,1990
4032,Renato Moicano,Jeremy Stephens,1,Featherweight,f,DEC,3,2017,13,1,1,0,"5' 11""","72""",Orthodox,5.71,46.0,3.45,68.0,1.27,54.0,76.0,0.4,86.666664,1989,28,15,0,0,"5' 8""","71""",Orthodox,3.1,40.0,2.76,59.0,1.16,36.0,64.0,0.4,65.11628,1986
4033,Alexander Volkov,Roy Nelson,1,Heavyweight,f,DEC,3,2017,30,7,0,0,"6' 7""","80""",Orthodox,5.31,60.0,2.39,56.0,0.86,75.0,75.0,0.3,81.08108,1988,23,14,0,0,"6' 0""","72""",Orthodox,2.18,36.0,4.79,46.0,1.14,27.0,65.0,0.1,62.162163,1976
4034,Patrick Williams,Tom Duquesnoy,0,Bantamweight,f,KO/TKO,2,2017,8,6,0,0,"5' 8""","73""",Orthodox,4.12,51.0,4.12,52.0,2.71,41.0,100.0,0.5,57.142857,1981,16,2,0,1,"5' 7""","68""",Orthodox,3.83,45.0,5.3,62.0,0.42,25.0,46.0,0.0,84.210526,1993
4035,Rashid Magomedov,Bobby Green,1,Lightweight,f,DEC,3,2017,20,2,0,0,"5' 9""","70""",Orthodox,4.4,49.0,3.05,54.0,0.67,57.0,89.0,0.2,90.90909,1984,24,8,1,0,"5' 10""","71""",Orthodox,5.0,48.0,3.87,63.0,1.03,25.0,71.0,0.2,72.72727,1986
4036,Louis Smolka,Tim Elliott,0,Flyweight,f,DEC,3,2017,14,5,0,0,"5' 9""","68""",Orthodox,3.88,45.0,3.39,52.0,1.6,34.0,31.0,2.2,73.68421,1991,16,8,1,0,"5' 7""","66""",Southpaw,3.41,45.0,2.3,62.0,4.26,65.0,50.0,1.4,64.0,1986
4037,Aljamain Sterling,Augusto Mendes,1,Bantamweight,f,DEC,3,2017,16,3,0,0,"5' 7""","71""",Orthodox,3.89,49.0,1.43,68.0,2.33,36.0,51.0,1.0,84.210526,1989,6,2,0,0,"5' 6""","65""",Orthodox,2.42,34.0,3.91,56.0,1.75,33.0,80.0,0.0,75.0,1983
4038,Devin Clark,Jake Collier,1,Light Heavyweight,f,DEC,3,2017,9,2,0,0,"6' 0""","75""",Orthodox,3.35,57.0,2.81,41.0,3.36,48.0,80.0,0.3,81.818184,1990,11,4,0,0,"6' 3""","78""",Orthodox,4.15,39.0,3.69,52.0,0.72,23.0,67.0,0.5,73.333336,1988
4039,Anthony Smith,Andrew Sanchez,1,Middleweight,f,KO/TKO,3,2017,31,13,0,0,"6' 4""","76""",Orthodox,3.49,47.0,4.14,46.0,0.58,28.0,46.0,1.0,70.454544,1988,11,4,0,0,"6' 1""","74""",Orthodox,4.83,48.0,4.83,48.0,2.79,37.0,100.0,0.0,73.333336,1988
4040,Nathan Coy,Zak Cummings,0,Welterweight,f,SUB,1,2017,15,7,0,0,"5' 10""","69""",Southpaw,3.88,52.0,2.4,61.0,3.17,47.0,50.0,0.0,68.181816,1978,21,6,0,0,"6' 0""","75""",Southpaw,2.49,30.0,2.86,52.0,1.09,38.0,66.0,0.9,77.77778,1984
4041,Ketlen Vieira,Ashlee Evans-Smith,1,Women's Bantamweight,f,DEC,3,2017,10,0,0,0,"5' 8""","68""",Orthodox,2.62,36.0,3.69,56.0,2.21,57.0,92.0,0.8,100.0,1991,6,3,0,0,"5' 8""","67""",Orthodox,4.97,37.0,3.7,61.0,1.14,27.0,66.0,0.0,66.666664,1987
4042,Artem Lobov,Cub Swanson,0,Featherweight,f,DEC,5,2017,14,15,1,1,"5' 9""","65""",Southpaw,3.52,41.0,4.82,50.0,0.39,25.0,52.0,0.0,45.16129,1986,25,10,0,0,"5' 8""","70""",Orthodox,4.16,49.0,3.28,62.0,1.17,52.0,60.0,0.5,71.42857,1983
4043,Diego Sanchez,Al Iaquinta,0,Lightweight,f,KO/TKO,1,2017,30,11,0,0,"5' 10""","72""",Southpaw,2.76,37.0,2.91,57.0,1.52,22.0,50.0,0.9,73.17073,1981,13,4,1,0,"5' 9""","70""",Orthodox,4.28,40.0,4.04,62.0,0.98,28.0,77.0,0.4,72.22222,1987
4044,Marcos Rogerio de Lima,Ovince Saint Preux,0,Light Heavyweight,f,SUB,2,2017,16,6,1,0,"6' 1""","75""",Orthodox,3.57,51.0,2.99,53.0,0.9,60.0,40.0,0.9,69.565216,1985,23,12,0,0,"6' 3""","80""",Southpaw,2.68,47.0,2.78,44.0,1.18,40.0,66.0,0.6,65.71429,1983
4045,Eddie Wineland,John Dodson,0,Bantamweight,f,DEC,3,2017,23,13,1,0,"5' 7""","69""",Orthodox,3.21,28.0,3.41,70.0,0.29,33.0,85.0,0.1,62.162163,1984,21,10,0,0,"5' 3""","66""",Orthodox,3.38,40.0,3.41,63.0,0.71,30.0,82.0,0.0,67.741936,1984
4046,Joe Lauzon,Stevie Ray,0,Lightweight,f,DEC,3,2017,27,16,0,0,"5' 10""","71""",Orthodox,2.74,38.0,5.39,54.0,2.34,45.0,54.0,2.1,62.7907,1984,22,8,0,0,"5' 10""","70""",Southpaw,3.51,45.0,2.55,55.0,0.73,55.0,55.0,0.7,73.333336,1990
4047,Mike Perry,Jake Ellenberger,1,Welterweight,f,KO/TKO,2,2017,12,4,0,0,"5' 10""","71""",Orthodox,4.02,45.0,4.44,57.0,0.83,55.0,68.0,0.0,75.0,1991,31,15,0,0,"5' 9""","71""",Orthodox,2.47,39.0,2.83,60.0,2.04,47.0,86.0,0.4,67.391304,1985
4048,Thales Leites,Sam Alvey,1,Middleweight,f,DEC,3,2017,28,9,0,0,"6' 1""","78""",Orthodox,2.13,40.0,2.99,52.0,2.1,27.0,30.0,1.1,75.675674,1981,33,11,0,1,"6' 2""","75""",Southpaw,3.2,45.0,3.25,55.0,0.1,25.0,84.0,0.1,73.333336,1986
4049,Dustin Ortiz,Brandon Moreno,0,Flyweight,f,SUB,2,2017,19,7,0,0,"5' 5""","65""",Orthodox,2.91,43.0,2.24,56.0,3.01,35.0,54.0,0.1,73.07692,1988,14,5,0,0,"5' 7""","70""",Orthodox,2.65,33.0,3.02,64.0,2.71,41.0,61.0,0.9,73.68421,1993
4050,Scott Holtzman,Michael McBride,1,Lightweight,f,DEC,3,2017,12,2,0,0,"5' 9""","69""",Orthodox,4.47,52.0,3.22,56.0,2.81,59.0,60.0,0.3,85.71429,1983,8,3,0,0,"6' 1""","75""",Orthodox,4.08,48.0,5.85,40.0,1.85,42.0,30.0,1.2,72.72727,1986
4051,Danielle Taylor,Jessica Penne,1,Women's Strawweight,f,DEC,3,2017,9,4,0,0,"5' 0""","60""",Orthodox,2.75,29.0,3.31,71.0,0.2,20.0,70.0,0.2,69.23077,1989,12,6,0,0,"5' 5""","67""",,2.46,33.0,4.73,48.0,1.58,25.0,20.0,0.6,66.666664,1983
4052,Alexis Davis,Cindy Dandois,1,Women's Bantamweight,f,DEC,3,2017,19,8,0,0,"5' 6""","68""",Orthodox,4.18,44.0,4.16,55.0,0.8,38.0,34.0,1.0,70.37037,1984,8,3,0,0,"5' 7""","68""",Orthodox,3.13,32.0,3.4,58.0,5.0,55.0,0.0,0.0,72.72727,1984
4053,Bryan Barberena,Joe Proctor,1,Welterweight,f,KO/TKO,1,2017,14,5,0,0,"6' 0""","72""",Southpaw,4.98,49.0,3.71,49.0,0.34,40.0,47.0,0.3,73.68421,1989,11,5,0,0,"5' 10""","72""",Orthodox,3.39,36.0,3.93,59.0,0.0,0.0,70.0,1.8,68.75,1985
4054,Matt Schnell,Hector Sandoval,0,Flyweight,f,KO/TKO,1,2017,12,4,0,0,"5' 8""","70""",Orthodox,3.64,35.0,3.67,63.0,0.39,25.0,54.0,0.8,75.0,1990,14,4,0,0,"5' 2""","64""",Orthodox,3.31,52.0,2.33,65.0,3.49,25.0,71.0,1.4,77.77778,1986
4055,Stipe Miocic,Junior Dos Santos,1,Heavyweight,t,KO/TKO,1,2017,18,3,0,0,"6' 4""","80""",Orthodox,4.76,51.0,2.96,62.0,2.38,38.0,75.0,0.0,85.71429,1982,19,5,0,0,"6' 4""","77""",Orthodox,4.83,48.0,3.17,58.0,0.36,55.0,80.0,0.1,79.166664,1984
4056,Joanna Jedrzejczyk,Jessica Andrade,1,Women's Strawweight,t,DEC,5,2017,15,2,0,0,"5' 6""","65""",Orthodox,6.44,47.0,2.67,66.0,0.15,66.0,82.0,0.0,88.23529,1987,19,6,0,0,"5' 1""","62""",Orthodox,6.58,51.0,5.04,51.0,3.2,58.0,75.0,0.5,76.0,1991
4057,Demian Maia,Jorge Masvidal,1,Welterweight,f,DEC,3,2017,25,9,0,0,"6' 1""","72""",Southpaw,1.78,42.0,1.95,64.0,2.5,25.0,65.0,1.0,73.52941,1977,32,13,0,0,"5' 11""","74""",Orthodox,4.15,46.0,2.96,67.0,1.73,58.0,78.0,0.4,71.111115,1984
4058,Frankie Edgar,Yair Rodriguez,1,Featherweight,f,KO/TKO,2,2017,22,6,1,0,"5' 6""","68""",Orthodox,3.59,40.0,2.22,70.0,2.47,33.0,65.0,0.4,75.86207,1981,12,2,0,0,"5' 11""","71""",,4.06,43.0,3.11,58.0,1.02,33.0,68.0,1.0,85.71429,1992
4059,Krzysztof Jotko,David Branch,0,Middleweight,f,DEC,3,2017,19,4,0,0,"6' 1""","77""",Southpaw,2.86,44.0,1.89,59.0,1.12,37.0,87.0,0.1,82.608696,1989,22,5,0,0,"6' 1""","78""",Orthodox,1.67,40.0,1.89,56.0,2.58,32.0,42.0,0.0,81.48148,1981
4060,Jason Knight,Chas Skelly,1,Featherweight,f,KO/TKO,3,2017,20,6,0,0,"5' 10""","71""",Orthodox,2.95,33.0,3.02,51.0,1.31,31.0,47.0,1.7,76.92308,1992,17,4,0,0,"5' 11""","72""",Orthodox,2.12,40.0,3.49,47.0,1.83,34.0,35.0,2.3,80.95238,1985
4061,Rashad Coulter,Chase Sherman,0,Heavyweight,f,KO/TKO,2,2017,8,4,0,0,"5' 11""","76""",Orthodox,3.74,50.0,7.02,52.0,0.0,0.0,57.0,0.0,66.666664,1981,11,6,0,0,"6' 4""","78""",Orthodox,5.81,43.0,5.76,51.0,0.0,0.0,77.0,0.0,64.70588,1989
4062,Polo Reyes,James Vick,0,Lightweight,f,KO/TKO,1,2017,8,5,0,0,"5' 11""","71""",,6.69,39.0,4.59,65.0,0.0,0.0,40.0,0.0,61.53846,1984,13,2,0,0,"6' 3""","76""",Orthodox,4.16,38.0,3.05,62.0,0.32,33.0,56.0,0.8,86.666664,1987
4063,Jessica Aguilar,Cortney Casey,0,Women's Strawweight,f,DEC,3,2017,20,6,0,0,"5' 3""","63""",Orthodox,5.67,51.0,6.56,59.0,1.33,28.0,33.0,0.0,76.92308,1982,8,6,0,0,"5' 7""","67""",Orthodox,4.8,38.0,4.63,52.0,0.4,30.0,24.0,0.5,57.142857,1987
4064,Enrique Barzola,Gabriel Benitez,1,Featherweight,f,DEC,3,2017,16,3,1,0,"5' 7""","70""",,3.52,43.0,2.26,69.0,6.17,52.0,75.0,0.3,80.0,1989,21,7,0,0,"5' 8""","71""",Southpaw,4.23,42.0,2.6,73.0,0.23,100.0,56.0,1.6,75.0,1988
4065,Gadzhimurad Antigulov,Joachim Christensen,1,Light Heavyweight,f,SUB,1,2017,20,5,0,0,"5' 11""","70""",Orthodox,1.78,53.0,5.45,21.0,9.51,50.0,0.0,3.8,80.0,1987,14,6,0,0,"6' 3""","76""",Orthodox,3.78,41.0,3.29,46.0,0.0,0.0,0.0,0.0,70.0,1978
4066,Glover Teixeira,Alexander Gustafsson,0,Light Heavyweight,f,KO/TKO,5,2017,27,7,0,0,"6' 2""","76""",Orthodox,3.5,43.0,3.57,56.0,2.16,46.0,60.0,0.8,79.411766,1979,18,4,0,0,"6' 5""","79""",Orthodox,4.18,40.0,3.4,52.0,1.76,40.0,85.0,0.5,81.818184,1987
4067,Misha Cirkunov,Volkan Oezdemir,0,Light Heavyweight,f,KO/TKO,1,2017,14,4,0,0,"6' 3""","77""",Orthodox,4.5,52.0,2.51,65.0,4.53,58.0,71.0,2.3,77.77778,1987,15,3,0,0,"6' 2""","75""",Orthodox,5.69,48.0,4.84,53.0,0.4,50.0,70.0,0.0,83.333336,1989
4068,Ben Saunders,Peter Sobotta,0,Welterweight,f,KO/TKO,2,2017,22,11,2,0,"6' 2""","77""",Orthodox,3.19,50.0,3.58,51.0,0.22,40.0,68.0,1.0,62.857143,1983,17,6,1,0,"6' 0""","75""",Southpaw,2.17,39.0,2.89,59.0,1.76,35.0,77.0,0.6,70.833336,1987
4069,Omari Akhmedov,Abdul Razak Alhassan,1,Welterweight,f,DEC,3,2017,17,4,1,0,"6' 0""","73""",Orthodox,3.01,33.0,2.91,57.0,2.89,51.0,53.0,0.3,77.27273,1987,10,1,0,0,"5' 10""","73""",Orthodox,4.59,46.0,4.2,59.0,0.57,33.0,53.0,0.0,90.90909,1985
4070,Nordine Taleb,Oliver Enkamp,1,Welterweight,f,DEC,3,2017,14,6,0,0,"6' 1""","74""",Orthodox,3.42,54.0,2.52,67.0,2.3,76.0,71.0,0.0,70.0,1981,7,2,0,0,"6' 0""","77""",Switch,2.38,36.0,3.55,37.0,0.87,16.0,0.0,0.0,77.77778,1991
4071,Alex Nicholson,Jack Hermansson,0,Middleweight,f,KO/TKO,1,2017,7,4,0,0,"6' 4""","81""",Orthodox,4.12,43.0,4.65,47.0,0.0,0.0,50.0,0.5,63.636364,1990,17,4,0,0,"6' 1""","77""",Orthodox,4.49,54.0,1.93,63.0,1.99,46.0,69.0,0.3,80.95238,1988
4072,Damian Stasiak,Pedro Munhoz,0,Bantamweight,f,DEC,3,2017,10,6,0,0,"5' 5""","70""",Orthodox,1.86,36.0,3.1,52.0,2.64,35.0,43.0,0.6,62.5,1990,16,3,0,1,"5' 6""","64""",Orthodox,4.79,41.0,5.34,58.0,1.15,21.0,71.0,1.3,80.0,1986
4073,Chris Camozzi,Trevor Smith,0,Middleweight,f,DEC,3,2017,24,13,0,0,"6' 2""","76""",Orthodox,3.57,44.0,2.96,56.0,0.27,19.0,57.0,0.5,64.86487,1986,15,8,0,0,"6' 3""","75""",Orthodox,3.31,58.0,2.95,49.0,2.06,32.0,54.0,0.9,65.21739,1981
4074,Reza Madadi,Joaquim Silva,0,Lightweight,f,DEC,3,2017,14,6,0,0,"5' 11""","72""",Orthodox,2.51,46.0,3.31,66.0,3.17,33.0,89.0,0.5,70.0,1978,10,2,0,0,"5' 8""","69""",,3.07,33.0,3.2,64.0,0.0,0.0,65.0,0.3,83.333336,1989
4075,Nico Musoke,Bojan Velickovic,0,Welterweight,f,KO/TKO,3,2017,13,5,0,1,"6' 0""","75""",Orthodox,3.56,35.0,3.8,57.0,1.16,19.0,82.0,0.2,68.42105,1986,15,6,1,0,"6' 0""","76""",Southpaw,2.18,34.0,2.31,57.0,0.67,25.0,55.0,0.5,68.181816,1988
4076,Jessin Ayari,Darren Till,0,Welterweight,f,DEC,3,2017,16,5,0,0,"6' 0""","73""",Orthodox,3.58,38.0,3.4,59.0,0.0,0.0,33.0,0.3,76.190475,1992,17,1,1,0,"6' 0""","74""",Southpaw,2.39,45.0,2.98,61.0,0.5,33.0,86.0,0.0,89.47369,1992
4077,Damir Hadzovic,Marcin Held,1,Lightweight,f,KO/TKO,3,2017,12,4,0,0,"5' 9""","70""",Orthodox,2.65,45.0,2.9,65.0,0.0,0.0,31.0,0.3,75.0,1986,23,7,0,0,"5' 9""","71""",Orthodox,1.41,34.0,2.02,47.0,2.46,46.0,37.0,1.3,76.666664,1992
4078,Jose Aldo,Max Holloway,0,Featherweight,t,KO/TKO,3,2017,27,4,0,0,"5' 7""","70""",Orthodox,3.51,44.0,2.94,67.0,0.73,68.0,92.0,0.2,87.09677,1986,19,3,0,0,"5' 11""","69""",Orthodox,6.2,43.0,3.9,65.0,0.28,80.0,83.0,0.5,86.36364,1991
4079,Karolina Kowalkiewicz,Claudia Gadelha,0,Women's Strawweight,f,SUB,1,2017,13,3,0,0,"5' 3""","64""",Orthodox,5.76,38.0,5.16,56.0,0.14,14.0,87.0,0.0,81.25,1985,16,3,0,0,"5' 4""","63""",Orthodox,3.23,42.0,4.47,57.0,3.94,52.0,58.0,1.0,84.210526,1988
4080,Nate Marquardt,Vitor Belfort,0,Middleweight,f,DEC,3,2017,38,19,2,0,"6' 0""","74""",Orthodox,2.71,49.0,2.32,55.0,1.87,51.0,70.0,0.8,64.40678,1979,26,14,0,1,"6' 0""","74""",Southpaw,1.59,46.0,2.83,50.0,1.02,60.0,53.0,0.6,63.414635,1977
4081,Oluwale Bamgbose,Paulo Costa,0,Middleweight,f,KO/TKO,2,2017,6,4,0,0,"5' 11""","78""",Switch,2.45,48.0,2.7,55.0,0.94,33.0,37.0,0.0,60.0,1987,12,0,0,0,"6' 1""","72""",,8.83,59.0,5.79,50.0,0.0,0.0,81.0,0.0,100.0,1991
4082,Yancy Medeiros,Erick Silva,1,Welterweight,f,KO/TKO,2,2017,15,5,0,1,"5' 10""","75""",Orthodox,4.39,36.0,5.22,48.0,0.15,33.0,83.0,0.6,71.42857,1987,19,9,0,1,"6' 0""","74""",Orthodox,2.5,48.0,4.18,49.0,0.85,35.0,56.0,1.4,65.51724,1984
4083,Marlon Moraes,Raphael Assuncao,0,Bantamweight,f,DEC,3,2017,21,5,1,0,"5' 6""","67""",Orthodox,3.25,33.0,2.81,64.0,0.47,25.0,60.0,0.5,77.77778,1988,27,5,0,0,"5' 5""","66""",Orthodox,3.38,40.0,2.23,70.0,1.4,36.0,79.0,0.3,84.375,1982
4084,Antonio Carlos Junior,Eric Spicely,1,Middleweight,f,SUB,2,2017,11,2,0,1,"6' 2""","79""",Orthodox,2.11,46.0,1.85,54.0,3.75,46.0,57.0,1.1,78.57143,1990,10,5,0,0,"6' 1""","73""",Orthodox,2.01,40.0,3.02,58.0,1.95,20.0,0.0,1.5,66.666664,1986
4085,Johnny Eduardo,Matthew Lopez,0,Bantamweight,f,KO/TKO,1,2017,28,12,0,0,"5' 7""","71""",Orthodox,2.89,38.0,3.34,63.0,0.0,0.0,62.0,0.5,70.0,1978,10,3,0,0,"5' 7""","69""",Southpaw,2.71,52.0,3.35,56.0,3.13,57.0,63.0,1.4,76.92308,1987
4086,Brian Kelleher,Iuri Alcantara,1,Bantamweight,f,SUB,1,2017,19,9,0,0,"5' 6""","66""",Switch,5.06,45.0,5.98,54.0,1.29,28.0,84.0,0.7,67.85714,1986,35,10,0,1,"5' 9""","71""",Southpaw,2.72,45.0,2.79,49.0,1.44,62.0,60.0,0.8,76.08696,1980
4087,Jamie Moyle,Viviane Pereira,0,Women's Strawweight,f,DEC,3,2017,4,3,0,0,"5' 1""","65""",Orthodox,4.51,51.0,4.0,65.0,1.0,21.0,50.0,0.0,57.142857,1989,13,2,0,0,"5' 1""","63""",Orthodox,2.7,30.0,4.48,58.0,0.25,100.0,28.0,0.2,86.666664,1993
